,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory B cell,CL:0000787,SHD2,male,unknown,53-year-old human stage,556,8.644278606965173
1,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,naive B cell,CL:0000788,SHD2,male,unknown,53-year-old human stage,94,1.4614427860696517
2,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,gamma-delta T cell,CL:0000798,SHD2,male,unknown,53-year-old human stage,7,0.10883084577114428
3,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"double-positive, alpha-beta thymocyte",CL:0000809,SHD2,male,unknown,53-year-old human stage,14,0.21766169154228857
4,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,memory T cell,CL:0000813,SHD2,male,unknown,53-year-old human stage,19,0.29539800995024873
5,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,regulatory T cell,CL:0000815,SHD2,male,unknown,53-year-old human stage,162,2.5186567164179103
6,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,SHD2,male,unknown,53-year-old human stage,236,3.6691542288557213
7,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD4-positive, alpha-beta memory T cell",CL:0000897,SHD2,male,unknown,53-year-old human stage,3284,51.057213930348254
8,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,SHD2,male,unknown,53-year-old human stage,391,6.078980099502488
9,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,"CD8-positive, alpha-beta memory T cell",CL:0000909,SHD2,male,unknown,53-year-old human stage,1397,21.71952736318408
10,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,mucosal invariant T cell,CL:0000940,SHD2,male,unknown,53-year-old human stage,224,3.482587064676617
11,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,plasmablast,CL:0000980,SHD2,male,unknown,53-year-old human stage,20,0.3109452736318408
12,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells,double negative thymocyte,CL:0002489,SHD2,male,unknown,53-year-old human stage,28,0.43532338308457713
